city,date,predicted_mean_c,predicted_spill_c,strategy,resolved_c,resolved_unit,deviation_c,win_loss,bucket_label
"Jeddah, SA",2026-09-11,37.0,37,modifisert,37.0,C,0.0,WIN,37.0°C
"Jeddah, SA",2026-09-11,37.0,33,p5,37.0,C,0.0,LOSS,37.0°C
"Jeddah, SA",2026-09-11,37.0,34,sigma,37.0,C,0.0,LOSS,37.0°C
"Jinan, CN",2026-09-11,27.8,28,mean,,C,,WIN,26°C or higher
"Jinan, CN",2026-09-11,27.8,27,modifisert,,C,,WIN,26°C or higher
"Jinan, CN",2026-09-11,27.8,25,p5,,C,,LOSS,26°C or higher
"Jinan, CN",2026-09-11,27.8,28,sigma,,C,,WIN,26°C or higher
"Karachi, PK",2026-09-11,33.2,33,mean,33.0,C,0.2,WIN,33.0°C
"Karachi, PK",2026-09-11,33.2,34,modifisert,33.0,C,0.2,LOSS,33.0°C
"Karachi, PK",2026-09-11,33.2,30,p5,33.0,C,0.2,LOSS,33.0°C
"Karachi, PK",2026-09-11,33.2,31,sigma,33.0,C,0.2,LOSS,33.0°C
"Kuala Lumpur, MY",2026-09-11,29.5,29,mean,29.0,C,0.5,WIN,29.0°C
"Kuala Lumpur, MY",2026-09-11,29.5,33,modifisert,29.0,C,0.5,LOSS,29.0°C
"Kuala Lumpur, MY",2026-09-11,29.5,28,p5,29.0,C,0.5,LOSS,29.0°C
"Kuala Lumpur, MY",2026-09-11,29.5,28,sigma,29.0,C,0.5,LOSS,29.0°C
"London, UK",2026-09-11,21.4,22,mean,21.0,C,0.4,LOSS,21.0°C
"London, UK",2026-09-11,21.4,22,modifisert,21.0,C,0.4,LOSS,21.0°C
"London, UK",2026-09-11,21.4,21,p5,21.0,C,0.4,WIN,21.0°C
"London, UK",2026-09-11,21.4,22,sigma,21.0,C,0.4,LOSS,21.0°C
"Los Angeles, US",2026-09-11,30.2,31,mean,29.17,F,1.03,LOSS,84-85°F
"Los Angeles, US",2026-09-11,30.2,27,modifisert,29.17,F,1.03,LOSS,84-85°F
"Los Angeles, US",2026-09-11,30.2,28,p5,29.17,F,1.03,LOSS,84-85°F
"Los Angeles, US",2026-09-11,30.2,30,sigma,29.17,F,1.03,LOSS,84-85°F
"Lucknow, IN",2026-09-11,32.2,33,mean,31.0,C,1.2,LOSS,31.0°C
"Lucknow, IN",2026-09-11,32.2,32,modifisert,31.0,C,1.2,LOSS,31.0°C
"Lucknow, IN",2026-09-11,32.2,31,p5,31.0,C,1.2,WIN,31.0°C
"Lucknow, IN",2026-09-11,32.2,32,sigma,31.0,C,1.2,LOSS,31.0°C
"Madrid, ES",2026-09-11,30.2,31,mean,32.0,C,-1.8,LOSS,32.0°C
"Madrid, ES",2026-09-11,30.2,31,modifisert,32.0,C,-1.8,LOSS,32.0°C
"Madrid, ES",2026-09-11,30.2,30,p5,32.0,C,-1.8,LOSS,32.0°C
"Madrid, ES",2026-09-11,30.2,30,sigma,32.0,C,-1.8,LOSS,32.0°C
"Manila, PH",2026-09-11,29.4,30,mean,30.0,C,-0.6,WIN,30.0°C
"Manila, PH",2026-09-11,29.4,30,modifisert,30.0,C,-0.6,WIN,30.0°C
"Manila, PH",2026-09-11,29.4,28,p5,30.0,C,-0.6,LOSS,30.0°C
"Manila, PH",2026-09-11,29.4,29,sigma,30.0,C,-0.6,LOSS,30.0°C
"Mexico City, MX",2026-09-11,24.9,26,mean,25.0,C,-0.1,LOSS,25.0°C
"Mexico City, MX",2026-09-11,24.9,25,modifisert,25.0,C,-0.1,WIN,25.0°C
"Mexico City, MX",2026-09-11,24.9,25,p5,25.0,C,-0.1,WIN,25.0°C
"Mexico City, MX",2026-09-11,24.9,26,sigma,25.0,C,-0.1,LOSS,25.0°C
"Miami, US",2026-09-11,30.2,31,mean,31.39,F,-1.19,LOSS,88-89°F
"Miami, US",2026-09-11,30.2,31,modifisert,31.39,F,-1.19,LOSS,88-89°F
"Miami, US",2026-09-11,30.2,29,p5,31.39,F,-1.19,LOSS,88-89°F
"Miami, US",2026-09-11,30.2,29,sigma,31.39,F,-1.19,LOSS,88-89°F
"Milan, IT",2026-09-11,24.2,25,mean,25.0,C,-0.8,WIN,25.0°C
"Milan, IT",2026-09-11,24.2,26,modifisert,25.0,C,-0.8,LOSS,25.0°C
"Milan, IT",2026-09-11,24.2,24,p5,25.0,C,-0.8,LOSS,25.0°C
"Milan, IT",2026-09-11,24.2,24,sigma,25.0,C,-0.8,LOSS,25.0°C
"Moscow, RU",2026-09-11,17.0,17,mean,18.0,C,-1.0,LOSS,18.0°C
"Moscow, RU",2026-09-11,17.0,17,modifisert,18.0,C,-1.0,LOSS,18.0°C
"Moscow, RU",2026-09-11,17.0,16,p5,18.0,C,-1.0,LOSS,18.0°C
"Moscow, RU",2026-09-11,17.0,16,sigma,18.0,C,-1.0,LOSS,18.0°C
"Munich, DE",2026-09-11,19.2,21,mean,20.0,C,-0.8,LOSS,20.0°C
"Munich, DE",2026-09-11,19.2,21,modifisert,20.0,C,-0.8,LOSS,20.0°C
"Munich, DE",2026-09-11,19.2,19,p5,20.0,C,-0.8,LOSS,20.0°C
"Munich, DE",2026-09-11,19.2,19,sigma,20.0,C,-0.8,LOSS,20.0°C
"New York, US",2026-09-11,27.2,27,mean,26.94,F,0.26,WIN,80-81°F
"New York, US",2026-09-11,27.2,27,modifisert,26.94,F,0.26,WIN,80-81°F
"New York, US",2026-09-11,27.2,26,p5,26.94,F,0.26,LOSS,80-81°F
"New York, US",2026-09-11,27.2,27,sigma,26.94,F,0.26,WIN,80-81°F
"Panama City, PA",2026-09-11,30.4,31,mean,32.0,C,-1.6,LOSS,32.0°C
"Panama City, PA",2026-09-11,30.4,32,modifisert,32.0,C,-1.6,WIN,32.0°C
"Panama City, PA",2026-09-11,30.4,28,p5,32.0,C,-1.6,LOSS,32.0°C
"Panama City, PA",2026-09-11,30.4,29,sigma,32.0,C,-1.6,LOSS,32.0°C
"Paris, FR",2026-09-11,23.9,25,mean,25.0,C,-1.1,WIN,25.0°C
"Paris, FR",2026-09-11,23.9,24,modifisert,25.0,C,-1.1,LOSS,25.0°C
"Paris, FR",2026-09-11,23.9,23,p5,25.0,C,-1.1,LOSS,25.0°C
"Paris, FR",2026-09-11,23.9,23,sigma,25.0,C,-1.1,LOSS,25.0°C
"Qingdao, CN",2026-09-11,26.7,27,mean,28.0,C,-1.3,LOSS,28.0°C
"Qingdao, CN",2026-09-11,26.7,28,modifisert,28.0,C,-1.3,WIN,28.0°C
"Qingdao, CN",2026-09-11,26.7,25,p5,28.0,C,-1.3,LOSS,28.0°C
"Qingdao, CN",2026-09-11,26.7,25,sigma,28.0,C,-1.3,LOSS,28.0°C
"San Francisco, US",2026-09-11,20.8,21,mean,22.5,F,-1.7,LOSS,72-73°F
"San Francisco, US",2026-09-11,20.8,22,modifisert,22.5,F,-1.7,LOSS,72-73°F
"San Francisco, US",2026-09-11,20.8,18,p5,22.5,F,-1.7,LOSS,72-73°F
"San Francisco, US",2026-09-11,20.8,18,sigma,22.5,F,-1.7,LOSS,72-73°F
"Sao Paulo, BR",2026-09-11,28.1,28,mean,28.0,C,0.1,WIN,28.0°C
"Sao Paulo, BR",2026-09-11,28.1,29,modifisert,28.0,C,0.1,LOSS,28.0°C
"Sao Paulo, BR",2026-09-11,28.1,26,p5,28.0,C,0.1,LOSS,28.0°C
"Sao Paulo, BR",2026-09-11,28.1,27,sigma,28.0,C,0.1,LOSS,28.0°C
"Seattle, US",2026-09-11,19.2,19,mean,19.17,F,0.03,WIN,66-67°F
"Seattle, US",2026-09-11,19.2,20,modifisert,19.17,F,0.03,LOSS,66-67°F
"Seattle, US",2026-09-11,19.2,18,p5,19.17,F,0.03,LOSS,66-67°F
"Seattle, US",2026-09-11,19.2,18,sigma,19.17,F,0.03,LOSS,66-67°F
"Seoul (Incheon), KR",2026-09-11,24.3,25,mean,25.0,C,-0.7,WIN,25.0°C
"Seoul (Incheon), KR",2026-09-11,24.3,24,modifisert,25.0,C,-0.7,LOSS,25.0°C
"Seoul (Incheon), KR",2026-09-11,24.3,24,p5,25.0,C,-0.7,LOSS,25.0°C
"Seoul (Incheon), KR",2026-09-11,24.3,24,sigma,25.0,C,-0.7,LOSS,25.0°C
"Shanghai, CN",2026-09-11,27.1,28,mean,27.0,C,0.1,LOSS,27.0°C
"Shanghai, CN",2026-09-11,27.1,27,modifisert,27.0,C,0.1,WIN,27.0°C
"Shanghai, CN",2026-09-11,27.1,26,p5,27.0,C,0.1,LOSS,27.0°C
"Shanghai, CN",2026-09-11,27.1,26,sigma,27.0,C,0.1,LOSS,27.0°C
"Shenzhen, CN",2026-09-11,31.5,32,mean,33.0,C,-1.5,LOSS,33.0°C
"Shenzhen, CN",2026-09-11,31.5,32,modifisert,33.0,C,-1.5,LOSS,33.0°C
"Shenzhen, CN",2026-09-11,31.5,30,p5,33.0,C,-1.5,LOSS,33.0°C
"Shenzhen, CN",2026-09-11,31.5,31,sigma,33.0,C,-1.5,LOSS,33.0°C
"Singapore, SG",2026-09-11,30.1,30,mean,32.0,C,-1.9,LOSS,32.0°C
"Singapore, SG",2026-09-11,30.1,33,modifisert,32.0,C,-1.9,LOSS,32.0°C
"Singapore, SG",2026-09-11,30.1,27,p5,32.0,C,-1.9,LOSS,32.0°C
"Singapore, SG",2026-09-11,30.1,28,sigma,32.0,C,-1.9,LOSS,32.0°C
"Taipei, TW",2026-09-11,27.8,29,mean,29.0,C,-1.2,WIN,29.0°C
"Taipei, TW",2026-09-11,27.8,30,modifisert,29.0,C,-1.2,LOSS,29.0°C
"Taipei, TW",2026-09-11,27.8,27,p5,29.0,C,-1.2,LOSS,29.0°C
"Taipei, TW",2026-09-11,27.8,28,sigma,29.0,C,-1.2,LOSS,29.0°C
"Tel Aviv, IL",2026-09-11,32.5,33,mean,31.0,C,1.5,LOSS,31.0°C
"Tel Aviv, IL",2026-09-11,32.5,32,modifisert,31.0,C,1.5,LOSS,31.0°C
"Tel Aviv, IL",2026-09-11,32.5,31,p5,31.0,C,1.5,WIN,31.0°C
"Tel Aviv, IL",2026-09-11,32.5,33,sigma,31.0,C,1.5,LOSS,31.0°C
"Tokyo, JP",2026-09-11,20.7,22,mean,21.0,C,-0.3,LOSS,21.0°C
"Tokyo, JP",2026-09-11,20.7,21,modifisert,21.0,C,-0.3,WIN,21.0°C
"Tokyo, JP",2026-09-11,20.7,21,p5,21.0,C,-0.3,WIN,21.0°C
"Tokyo, JP",2026-09-11,20.7,21,sigma,21.0,C,-0.3,WIN,21.0°C
"Toronto, CA",2026-09-11,22.5,22,mean,23.0,C,-0.5,LOSS,23.0°C
"Toronto, CA",2026-09-11,22.5,22,modifisert,23.0,C,-0.5,LOSS,23.0°C
"Toronto, CA",2026-09-11,22.5,20,p5,23.0,C,-0.5,LOSS,23.0°C
"Toronto, CA",2026-09-11,22.5,20,sigma,23.0,C,-0.5,LOSS,23.0°C
"Warsaw, PL",2026-09-11,16.9,18,mean,17.0,C,-0.1,LOSS,17.0°C
"Warsaw, PL",2026-09-11,16.9,17,modifisert,17.0,C,-0.1,WIN,17.0°C
"Warsaw, PL",2026-09-11,16.9,16,p5,17.0,C,-0.1,LOSS,17.0°C
"Warsaw, PL",2026-09-11,16.9,16,sigma,17.0,C,-0.1,LOSS,17.0°C
"Wellington, NZ",2026-09-11,13.6,15,mean,14.0,C,-0.4,LOSS,14.0°C
"Wellington, NZ",2026-09-11,13.6,14,modifisert,14.0,C,-0.4,WIN,14.0°C
"Wellington, NZ",2026-09-11,13.6,13,p5,14.0,C,-0.4,LOSS,14.0°C
"Wellington, NZ",2026-09-11,13.6,14,sigma,14.0,C,-0.4,WIN,14.0°C
"Wuhan, CN",2026-09-11,28.2,29,mean,28.0,C,0.2,LOSS,28.0°C
"Wuhan, CN",2026-09-11,28.2,29,modifisert,28.0,C,0.2,LOSS,28.0°C
"Wuhan, CN",2026-09-11,28.2,27,p5,28.0,C,0.2,LOSS,28.0°C
"Wuhan, CN",2026-09-11,28.2,28,sigma,28.0,C,0.2,WIN,28.0°C
"Zhengzhou, CN",2026-09-11,25.2,27,mean,25.0,C,0.2,LOSS,25.0°C
"Zhengzhou, CN",2026-09-11,25.2,26,modifisert,25.0,C,0.2,LOSS,25.0°C
"Zhengzhou, CN",2026-09-11,25.2,25,p5,25.0,C,0.2,WIN,25.0°C
"Zhengzhou, CN",2026-09-11,25.2,25,sigma,25.0,C,0.2,WIN,25.0°C
"Amsterdam, NL",2026-09-12,20.2,21,mean,22.0,C,-1.8,LOSS,22.0°C
"Amsterdam, NL",2026-09-12,20.2,21,modifisert,22.0,C,-1.8,LOSS,22.0°C
"Amsterdam, NL",2026-09-12,20.2,20,p5,22.0,C,-1.8,LOSS,22.0°C
"Amsterdam, NL",2026-09-12,20.2,20,sigma,22.0,C,-1.8,LOSS,22.0°C
"Ankara, TR",2026-09-12,30.8,31,mean,32.0,C,-1.2,LOSS,32.0°C
"Ankara, TR",2026-09-12,30.8,31,modifisert,32.0,C,-1.2,LOSS,32.0°C
"Ankara, TR",2026-09-12,30.8,30,p5,32.0,C,-1.2,LOSS,32.0°C
"Ankara, TR",2026-09-12,30.8,30,sigma,32.0,C,-1.2,LOSS,32.0°C
"Atlanta, US",2026-09-12,28.2,29,mean,29.17,F,-0.97,WIN,84-85°F
"Atlanta, US",2026-09-12,28.2,32,modifisert,29.17,F,-0.97,LOSS,84-85°F
"Atlanta, US",2026-09-12,28.2,27,p5,29.17,F,-0.97,LOSS,84-85°F
"Atlanta, US",2026-09-12,28.2,27,sigma,29.17,F,-0.97,LOSS,84-85°F
"Austin, US",2026-09-12,36.0,37,mean,38.06,F,-2.06,LOSS,100-101°F
"Austin, US",2026-09-12,36.0,37,modifisert,38.06,F,-2.06,LOSS,100-101°F
"Austin, US",2026-09-12,36.0,34,p5,38.06,F,-2.06,LOSS,100-101°F
"Austin, US",2026-09-12,36.0,35,sigma,38.06,F,-2.06,LOSS,100-101°F
"Beijing, CN",2026-09-12,28.6,30,mean,28.0,C,0.6,LOSS,28.0°C
"Beijing, CN",2026-09-12,28.6,29,modifisert,28.0,C,0.6,LOSS,28.0°C
"Beijing, CN",2026-09-12,28.6,29,p5,28.0,C,0.6,LOSS,28.0°C
"Beijing, CN",2026-09-12,28.6,30,sigma,28.0,C,0.6,LOSS,28.0°C
"Buenos Aires, AR",2026-09-12,11.7,12,mean,12.0,C,-0.3,WIN,12.0°C
"Buenos Aires, AR",2026-09-12,11.7,12,modifisert,12.0,C,-0.3,WIN,12.0°C
"Buenos Aires, AR",2026-09-12,11.7,11,p5,12.0,C,-0.3,LOSS,12.0°C
"Buenos Aires, AR",2026-09-12,11.7,11,sigma,12.0,C,-0.3,LOSS,12.0°C
"Busan, KR",2026-09-12,28.6,30,mean,30.0,C,-1.4,WIN,30.0°C
"Busan, KR",2026-09-12,28.6,30,modifisert,30.0,C,-1.4,WIN,30.0°C
"Busan, KR",2026-09-12,28.6,28,p5,30.0,C,-1.4,LOSS,30.0°C
"Busan, KR",2026-09-12,28.6,29,sigma,30.0,C,-1.4,LOSS,30.0°C
"Cape Town, ZA",2026-09-12,20.2,20,mean,19.0,C,1.2,LOSS,19.0°C
"Cape Town, ZA",2026-09-12,20.2,21,modifisert,19.0,C,1.2,LOSS,19.0°C
"Cape Town, ZA",2026-09-12,20.2,17,p5,19.0,C,1.2,LOSS,19.0°C
"Cape Town, ZA",2026-09-12,20.2,18,sigma,19.0,C,1.2,LOSS,19.0°C
"Chengdu, CN",2026-09-12,23.5,25,mean,22.0,C,1.5,LOSS,22.0°C
"Chengdu, CN",2026-09-12,23.5,25,modifisert,22.0,C,1.5,LOSS,22.0°C
"Chengdu, CN",2026-09-12,23.5,23,p5,22.0,C,1.5,LOSS,22.0°C
"Chengdu, CN",2026-09-12,23.5,24,sigma,22.0,C,1.5,LOSS,22.0°C
"Chicago, US",2026-09-12,29.6,30,mean,30.28,F,-0.68,WIN,86-87°F
"Chicago, US",2026-09-12,29.6,29,modifisert,30.28,F,-0.68,LOSS,86-87°F
"Chicago, US",2026-09-12,29.6,29,p5,30.28,F,-0.68,LOSS,86-87°F
"Chicago, US",2026-09-12,29.6,29,sigma,30.28,F,-0.68,LOSS,86-87°F
"Chongqing, CN",2026-09-12,26.8,27,mean,29.0,C,-2.2,LOSS,29.0°C
"Chongqing, CN",2026-09-12,26.8,29,modifisert,29.0,C,-2.2,WIN,29.0°C
"Chongqing, CN",2026-09-12,26.8,26,p5,29.0,C,-2.2,LOSS,29.0°C
"Chongqing, CN",2026-09-12,26.8,27,sigma,29.0,C,-2.2,LOSS,29.0°C
"Dallas, US",2026-09-12,37.9,37,mean,38.06,F,-0.16,LOSS,100-101°F
"Dallas, US",2026-09-12,37.9,37,modifisert,38.06,F,-0.16,LOSS,100-101°F
"Dallas, US",2026-09-12,37.9,35,p5,38.06,F,-0.16,LOSS,100-101°F
"Dallas, US",2026-09-12,37.9,37,sigma,38.06,F,-0.16,LOSS,100-101°F
"Denver, US",2026-09-12,27.9,29,mean,26.94,F,0.96,LOSS,80-81°F
"Denver, US",2026-09-12,27.9,29,modifisert,26.94,F,0.96,LOSS,80-81°F
"Denver, US",2026-09-12,27.9,26,p5,26.94,F,0.96,LOSS,80-81°F
"Denver, US",2026-09-12,27.9,26,sigma,26.94,F,0.96,LOSS,80-81°F
"Guangzhou, CN",2026-09-12,32.0,34,mean,32.0,C,0.0,LOSS,32.0°C
"Guangzhou, CN",2026-09-12,32.0,34,modifisert,32.0,C,0.0,LOSS,32.0°C
"Guangzhou, CN",2026-09-12,32.0,32,p5,32.0,C,0.0,WIN,32.0°C
"Guangzhou, CN",2026-09-12,32.0,33,sigma,32.0,C,0.0,LOSS,32.0°C
"Helsinki, FI",2026-09-12,16.3,16,mean,17.0,C,-0.7,LOSS,17.0°C
"Helsinki, FI",2026-09-12,16.3,17,modifisert,17.0,C,-0.7,WIN,17.0°C
"Helsinki, FI",2026-09-12,16.3,15,p5,17.0,C,-0.7,LOSS,17.0°C
"Helsinki, FI",2026-09-12,16.3,16,sigma,17.0,C,-0.7,LOSS,17.0°C
"Hong Kong, HK",2026-09-12,30.7,31,mean,33.0,C,-2.3,LOSS,33.0°C
"Hong Kong, HK",2026-09-12,30.7,32,modifisert,33.0,C,-2.3,LOSS,33.0°C
"Hong Kong, HK",2026-09-12,30.7,30,p5,33.0,C,-2.3,LOSS,33.0°C
"Hong Kong, HK",2026-09-12,30.7,31,sigma,33.0,C,-2.3,LOSS,33.0°C
"Houston, US",2026-09-12,34.3,35,mean,35.83,F,-1.53,LOSS,96-97°F
"Houston, US",2026-09-12,34.3,34,modifisert,35.83,F,-1.53,LOSS,96-97°F
"Houston, US",2026-09-12,34.3,32,p5,35.83,F,-1.53,LOSS,96-97°F
"Houston, US",2026-09-12,34.3,35,sigma,35.83,F,-1.53,LOSS,96-97°F
"Istanbul, TR",2026-09-12,25.2,25,mean,25.0,C,0.2,WIN,25.0°C
"Istanbul, TR",2026-09-12,25.2,26,modifisert,25.0,C,0.2,LOSS,25.0°C
"Istanbul, TR",2026-09-12,25.2,22,p5,25.0,C,0.2,LOSS,25.0°C
"Istanbul, TR",2026-09-12,25.2,22,sigma,25.0,C,0.2,LOSS,25.0°C
"Jeddah, SA",2026-09-12,36.8,36,mean,37.0,C,-0.2,LOSS,37.0°C
"Jeddah, SA",2026-09-12,36.8,37,modifisert,37.0,C,-0.2,WIN,37.0°C
"Jeddah, SA",2026-09-12,36.8,32,p5,37.0,C,-0.2,LOSS,37.0°C
"Jeddah, SA",2026-09-12,36.8,33,sigma,37.0,C,-0.2,LOSS,37.0°C
"Jinan, CN",2026-09-12,29.2,29,mean,,C,,WIN,26°C or higher
"Jinan, CN",2026-09-12,29.2,28,modifisert,,C,,WIN,26°C or higher
"Jinan, CN",2026-09-12,29.2,27,p5,,C,,WIN,26°C or higher
"Jinan, CN",2026-09-12,29.2,29,sigma,,C,,WIN,26°C or higher
"Karachi, PK",2026-09-12,35.2,35,mean,,C,,LOSS,36°C or higher
"Karachi, PK",2026-09-12,35.2,38,modifisert,,C,,WIN,36°C or higher
"Karachi, PK",2026-09-12,35.2,32,p5,,C,,LOSS,36°C or higher
"Karachi, PK",2026-09-12,35.2,33,sigma,,C,,LOSS,36°C or higher
"Kuala Lumpur, MY",2026-09-12,30.7,30,mean,32.0,C,-1.3,LOSS,32.0°C
"Kuala Lumpur, MY",2026-09-12,30.7,33,modifisert,32.0,C,-1.3,LOSS,32.0°C
"Kuala Lumpur, MY",2026-09-12,30.7,27,p5,32.0,C,-1.3,LOSS,32.0°C
"Kuala Lumpur, MY",2026-09-12,30.7,28,sigma,32.0,C,-1.3,LOSS,32.0°C
"London, UK",2026-09-12,23.1,24,mean,23.0,C,0.1,LOSS,23.0°C
"London, UK",2026-09-12,23.1,24,modifisert,23.0,C,0.1,LOSS,23.0°C
"London, UK",2026-09-12,23.1,22,p5,23.0,C,0.1,LOSS,23.0°C
"London, UK",2026-09-12,23.1,22,sigma,23.0,C,0.1,LOSS,23.0°C
"Los Angeles, US",2026-09-12,28.5,29,mean,26.94,F,1.56,LOSS,80-81°F
"Los Angeles, US",2026-09-12,28.5,26,modifisert,26.94,F,1.56,LOSS,80-81°F
"Los Angeles, US",2026-09-12,28.5,26,p5,26.94,F,1.56,LOSS,80-81°F
"Los Angeles, US",2026-09-12,28.5,28,sigma,26.94,F,1.56,LOSS,80-81°F
"Lucknow, IN",2026-09-12,32.7,33,mean,33.0,C,-0.3,WIN,33.0°C
"Lucknow, IN",2026-09-12,32.7,33,modifisert,33.0,C,-0.3,WIN,33.0°C
"Lucknow, IN",2026-09-12,32.7,32,p5,33.0,C,-0.3,LOSS,33.0°C
"Lucknow, IN",2026-09-12,32.7,32,sigma,33.0,C,-0.3,LOSS,33.0°C
"Madrid, ES",2026-09-12,31.3,32,mean,33.0,C,-1.7,LOSS,33.0°C
"Madrid, ES",2026-09-12,31.3,32,modifisert,33.0,C,-1.7,LOSS,33.0°C
"Madrid, ES",2026-09-12,31.3,31,p5,33.0,C,-1.7,LOSS,33.0°C
"Madrid, ES",2026-09-12,31.3,31,sigma,33.0,C,-1.7,LOSS,33.0°C
"Manila, PH",2026-09-12,30.1,31,mean,31.0,C,-0.9,WIN,31.0°C
"Manila, PH",2026-09-12,30.1,31,modifisert,31.0,C,-0.9,WIN,31.0°C
"Manila, PH",2026-09-12,30.1,28,p5,31.0,C,-0.9,LOSS,31.0°C
"Manila, PH",2026-09-12,30.1,29,sigma,31.0,C,-0.9,LOSS,31.0°C
"Mexico City, MX",2026-09-12,24.4,26,mean,,C,,WIN,26°C or higher
"Mexico City, MX",2026-09-12,24.4,25,modifisert,,C,,LOSS,26°C or higher
"Mexico City, MX",2026-09-12,24.4,23,p5,,C,,LOSS,26°C or higher
"Mexico City, MX",2026-09-12,24.4,25,sigma,,C,,LOSS,26°C or higher
"Miami, US",2026-09-12,31.4,32,mean,33.61,F,-2.21,LOSS,92-93°F
"Miami, US",2026-09-12,31.4,32,modifisert,33.61,F,-2.21,LOSS,92-93°F
"Miami, US",2026-09-12,31.4,31,p5,33.61,F,-2.21,LOSS,92-93°F
"Miami, US",2026-09-12,31.4,31,sigma,33.61,F,-2.21,LOSS,92-93°F
"Milan, IT",2026-09-12,24.7,25,mean,26.0,C,-1.3,LOSS,26.0°C
"Milan, IT",2026-09-12,24.7,26,modifisert,26.0,C,-1.3,WIN,26.0°C
"Milan, IT",2026-09-12,24.7,24,p5,26.0,C,-1.3,LOSS,26.0°C
"Milan, IT",2026-09-12,24.7,25,sigma,26.0,C,-1.3,LOSS,26.0°C
"Moscow, RU",2026-09-12,16.0,16,mean,17.0,C,-1.0,LOSS,17.0°C
"Moscow, RU",2026-09-12,16.0,16,modifisert,17.0,C,-1.0,LOSS,17.0°C
"Moscow, RU",2026-09-12,16.0,15,p5,17.0,C,-1.0,LOSS,17.0°C
"Moscow, RU",2026-09-12,16.0,15,sigma,17.0,C,-1.0,LOSS,17.0°C
"Munich, DE",2026-09-12,21.4,23,mean,23.0,C,-1.6,WIN,23.0°C
"Munich, DE",2026-09-12,21.4,23,modifisert,23.0,C,-1.6,WIN,23.0°C
"Munich, DE",2026-09-12,21.4,22,p5,23.0,C,-1.6,LOSS,23.0°C
"Munich, DE",2026-09-12,21.4,22,sigma,23.0,C,-1.6,LOSS,23.0°C
"New York, US",2026-09-12,25.6,26,mean,25.83,F,-0.23,WIN,78-79°F
"New York, US",2026-09-12,25.6,26,modifisert,25.83,F,-0.23,WIN,78-79°F
"New York, US",2026-09-12,25.6,24,p5,25.83,F,-0.23,LOSS,78-79°F
"New York, US",2026-09-12,25.6,25,sigma,25.83,F,-0.23,LOSS,78-79°F
"Panama City, PA",2026-09-12,30.5,31,mean,32.0,C,-1.5,LOSS,32.0°C
"Panama City, PA",2026-09-12,30.5,32,modifisert,32.0,C,-1.5,WIN,32.0°C
"Panama City, PA",2026-09-12,30.5,30,p5,32.0,C,-1.5,LOSS,32.0°C
"Panama City, PA",2026-09-12,30.5,30,sigma,32.0,C,-1.5,LOSS,32.0°C
"Paris, FR",2026-09-12,24.7,26,mean,26.0,C,-1.3,WIN,26.0°C
"Paris, FR",2026-09-12,24.7,25,modifisert,26.0,C,-1.3,LOSS,26.0°C
"Paris, FR",2026-09-12,24.7,24,p5,26.0,C,-1.3,LOSS,26.0°C
"Paris, FR",2026-09-12,24.7,24,sigma,26.0,C,-1.3,LOSS,26.0°C
"Qingdao, CN",2026-09-12,26.3,26,mean,27.0,C,-0.7,LOSS,27.0°C
"Qingdao, CN",2026-09-12,26.3,27,modifisert,27.0,C,-0.7,WIN,27.0°C
"Qingdao, CN",2026-09-12,26.3,25,p5,27.0,C,-0.7,LOSS,27.0°C
"Qingdao, CN",2026-09-12,26.3,25,sigma,27.0,C,-0.7,LOSS,27.0°C
"San Francisco, US",2026-09-12,20.2,20,mean,21.39,F,-1.19,LOSS,70-71°F
"San Francisco, US",2026-09-12,20.2,21,modifisert,21.39,F,-1.19,LOSS,70-71°F
"San Francisco, US",2026-09-12,20.2,18,p5,21.39,F,-1.19,LOSS,70-71°F
"San Francisco, US",2026-09-12,20.2,18,sigma,21.39,F,-1.19,LOSS,70-71°F
"Sao Paulo, BR",2026-09-12,22.1,22,mean,20.0,C,2.1,LOSS,20.0°C
"Sao Paulo, BR",2026-09-12,22.1,23,modifisert,20.0,C,2.1,LOSS,20.0°C
"Sao Paulo, BR",2026-09-12,22.1,20,p5,20.0,C,2.1,WIN,20.0°C
"Sao Paulo, BR",2026-09-12,22.1,21,sigma,20.0,C,2.1,LOSS,20.0°C
"Seattle, US",2026-09-12,19.0,19,mean,19.17,F,-0.17,WIN,66-67°F
"Seattle, US",2026-09-12,19.0,20,modifisert,19.17,F,-0.17,LOSS,66-67°F
"Seattle, US",2026-09-12,19.0,17,p5,19.17,F,-0.17,LOSS,66-67°F
"Seattle, US",2026-09-12,19.0,17,sigma,19.17,F,-0.17,LOSS,66-67°F
"Seoul (Incheon), KR",2026-09-12,23.8,25,mean,23.0,C,0.8,LOSS,23.0°C
"Seoul (Incheon), KR",2026-09-12,23.8,24,modifisert,23.0,C,0.8,LOSS,23.0°C
"Seoul (Incheon), KR",2026-09-12,23.8,24,p5,23.0,C,0.8,LOSS,23.0°C
"Seoul (Incheon), KR",2026-09-12,23.8,24,sigma,23.0,C,0.8,LOSS,23.0°C
"Shanghai, CN",2026-09-12,27.1,27,mean,28.0,C,-0.9,LOSS,28.0°C
"Shanghai, CN",2026-09-12,27.1,27,modifisert,28.0,C,-0.9,LOSS,28.0°C
"Shanghai, CN",2026-09-12,27.1,26,p5,28.0,C,-0.9,LOSS,28.0°C
